COVID-19	262596552399396864	no_url	I've got enough candles to supply a Mexican family	no_not_interesting
COVID-19	263044104500420609	no_url	Sandy be soooo mad that she be shattering our doors and shiet #HurricaneSandy	yes_calls_for_action
COVID-19	263309629973491712	no_url	@ibexgirl thankfully Hurricane Waugh played it cool and waited this one out. Ready to go at any moment tho.	no_not_interesting
COVID-19	263422851133079552	no_url	@taos you never got that magnificent case of Burgundy I sent you to thank you for your tweets?	no_not_interesting
COVID-19	262404311223504896	no_url	I'm at Mad River Bar &amp; Grille (New York, NY) http://t.co/VSiZrzKP	no_not_interesting
COVID-19	263101347421888513	no_url	Neighborly duties. @Cory_Kennedy arrives to the rescue sporting some spelunking equipment #sandy @ 300 Squad http://t.co/QbpGdm3w	yes_calls_for_action
COVID-19	262763437325684736	no_url	And that's it until the spring.	no_not_interesting
COVID-19	263298821189156865	no_url	I don't know how I'm getting back to Jersey since the trains and subways aren't running...	yes_calls_for_action
COVID-19	262813023515865088	no_url	@NaeemPeena We were asked to get off the plane, after checkin and boarding passes	no_not_interesting
COVID-19	262998165282762752	no_url	@jaytee_96 you must be crazy! &amp; omg you tweeted something yay lol	no_not_interesting
COVID-19	262914476989358080	no_url	Already flooded so much #SANDY @ Hoboken http://t.co/MPhft4a8	yes_calls_for_action
COVID-19	262574187141541888	no_url	@eloreeeeeee need me to comeback and finish it since I was supposed to sleep over and then I woulda finished	no_not_interesting
COVID-19	262991999911743490	no_url	On that note, i pray that everyone stays safe, and keeps a positive attitude ! #godisgood	yes_calls_for_action
COVID-19	262767536540643329	no_url	@codyfinz my house is creeking... Does that mean she's trying to break in?	yes_calls_for_action
COVID-19	262984888020504578	no_url	My mom just found my little sister screaming out of her window in a random language to animals #onlymyfamily	no_not_interesting
COVID-19	262970751861260288	no_url	RT @FrankIero: Droplets of water is literally falling from the sky. #FrankenstormLIVE!	no_not_interesting
COVID-19	262690350051770368	no_url	@NevaTRUST_Again I Dnt No If She Gonna Let Me	no_not_interesting
COVID-19	263059088869556224	no_url	@jennettemccurdy @noahmunck He's got that kinda spec ops rugged looks	no_not_interesting
COVID-19	262653983838048256	no_url	debating going home in prep for #sandy	yes_calls_for_action
COVID-19	262998057216516096	no_url	@viamadison Thanks, babe. We all appreciate it. :) x	no_not_interesting
COVID-19	262768220375756800	no_url	I can't taste my damn food .	no_not_interesting
COVID-19	262771779553087488	no_url	By 11am it's going to be 100% chance of rain #HurricaneSandy	yes_calls_for_action
COVID-19	262344750932299777	no_url	Big Daddy Deco ready for this Halloween party http://t.co/grKxmXPV	no_not_interesting
COVID-19	263090063473254400	no_url	@MSLWILLSEE loll I don't know your twitter name anymore it doesn't popup when I type for name	no_not_interesting
COVID-19	262729320777256961	no_url	@lisanewmn I do it all the time. Don't hate me! :)	no_not_interesting
COVID-19	263047213490507776	no_url	@newscaster we are 5 blocks from the water. First two blocks were evacuated. Sounds like a train just went by. Stay safe! Thanks.	yes_calls_for_action
COVID-19	263041963757031425	no_url	It's crazy out there, not gonna lie I'm kind of scared.	yes_calls_for_action
COVID-19	263160409115222016	no_url	@israilov1012 god bless them ! Lmao the wind calmed down a little so thats good	yes_calls_for_action
COVID-19	262624184029556736	no_url	No sooner then my last tweet did I receive this text http://t.co/X7sLiyzt	no_not_interesting
COVID-19	262764842253946880	no_url	@mike_cucci queen duck face    ((((I can't do dick face so tongue works too right?))))) http://t.co/UjGnXfiP	no_not_interesting
COVID-19	262663408162324481	no_url	Off to try to find a kids phone I have no idea why he wanted until now to look for it #huh	no_not_interesting
COVID-19	262977078201298944	no_url	One more shower before the power goes out lol	yes_calls_for_action
