topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1367232803071422464	http://twitter.com/user/status/1367232803071422464	Dear Moms: For the love of God and family, do NOT let anyone jab your babies with the experimental COVID-19 vaccines. https://t.co/0LIZf4drgq	harmful
COVID-19	1368585187500691461	http://twitter.com/user/status/1368585187500691461	WSJ: All three of Russia's main intelligence services (SVR, FSB, and GRU) ran fake news sites and phony social media accounts to spread misinformation about Pfeizer and Moderna vaccines in an attempt to undermine confidence in them. https://t.co/t3kmCYvBFs via @WSJ	harmful
COVID-19	1350907284575043584	http://twitter.com/user/status/1350907284575043584	Those who falsely claim Vaccines are 100% safe and who laugh at anti-vaxxers will be dependent on those who refuse to tell the official lies to say that wide-spread vaccination *is* critical. 23 die in Norway after receiving COVID-19 vaccine: https://t.co/eN10HwZvqW via @nypost	harmful
COVID-19	1369770494703116296	http://twitter.com/user/status/1369770494703116296	Should all such evidence not be available, we demand that approval for use of the gene-based vaccines be withdrawn until all the above issues have been properly addressed by the exercise of due diligence by the EMA https://t.co/lgznoGXjBc	yes_calls_for_action
COVID-19	1364973838233194497	http://twitter.com/user/status/1364973838233194497	@NYGovCuomo- as you’ve noted- vaccine equity is critical. That’s why the entire Bronx Delegation- Federal, State and City- have all signed on to this letter requesting you assist us to immediately obtain more vaccines in our borough- the hardest hit in NYC by COVID-19. https://t.co/TubBRKLMsj	yes_calls_for_action
COVID-19	1367808327720329218	http://twitter.com/user/status/1367808327720329218	🇺🇸Bans ALL vaccine exports 🇬🇧media : No comment 🇬🇧Not exported much and has AZ priority 🇬🇧media : No comment 🇪🇺Exported vaccines ➡️20 countries, stops 1 order to Covid-free 🇦🇺 🇬🇧 media : how dare the nasty vindictive EU (on verge of collapse btw) let the whole world die ! 👇 https://t.co/nBV9aOeFvq	yes_blame_authorities
COVID-19	1367254708713369600	http://twitter.com/user/status/1367254708713369600	I really hope Nigerian officials will allocate the COVID-19 vaccine based on international standards. Medical Doctors, Nurses and other frontline workers, then, folks in their 80s, 70s and 60s. Don’t be unfortunate and share COVID-19 vaccines to family, friends and associates.	yes_calls_for_action
COVID-19	1369942417722445832	http://twitter.com/user/status/1369942417722445832	I’ve not really posted about the vaccines being unsafe - my point has been that we just don’t know yet and so it’s wise to wait. BUT I’ve now seen a few too many of these articles to not start seriously questioning safety. #COVID19 #Vaccine @moderna_tx https://t.co/AuZhaseNsz	harmful
COVID-19	1368941922018942977	http://twitter.com/user/status/1368941922018942977	The more Covid spreads globally, the more it will mutate into strains that are more infectious, more deadly, and more resistant to vaccines. We agree with @SenBooker: To truly end the pandemic, Biden must take bold steps to ramp up global vaccine access. https://t.co/ZJG3zipdkc	harmful
COVID-19	1369988661815689218	http://twitter.com/user/status/1369988661815689218	My investigation for @bmj_latest on what the EMA leaked material tells us about mRNA instability and the Covid-19 vaccines. A story about #transparency and the urgent need for the scientific community to be granted access to full data: https://t.co/NTBYwehwIx	harmful
