topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1240701113138941952	http://twitter.com/user/status/1240701113138941952	Pronostiek: wanneer kunnen kinderen weer naar school? #COVID19 #COVID19BE #COVID19Belgium	yes_asks_question
COVID-19	1253215345273384960	http://twitter.com/user/status/1253215345273384960	@Simon_Rozendaal @Jopinie @DeGroene #dtv Wat als #COVID19 #endemisch is? #asymptomatisch in groten getale verspreid, zonder  #antibodies dus niet traceerbaar en geen #immuniteit! Als een nog niet aan de oppervlakte gekomen veenbrand. En dan plots bij iedereen opvlamt. Is dat een realistisch (#horror)scenario?	yes_asks_question
COVID-19	1245816912006860800	http://twitter.com/user/status/1245816912006860800	Veel steun en respect voor het personeel van het #SintTrudoziekenhuis #samentegencorona https://t.co/RKAegCo97S	no_not_interesting
COVID-19	1246729594503397377	http://twitter.com/user/status/1246729594503397377	Waarom worden provincies niet afgesloten waar #Corona extreem is ?! #RIVM	yes_asks_question
COVID-19	1248609646044041216	http://twitter.com/user/status/1248609646044041216	Luister naar de oproep van het kabinet: #blijfthuis https://t.co/1ezwr0rVUf	yes_contains_advice
COVID-19	1246756956381077505	http://twitter.com/user/status/1246756956381077505	Picknicken in de tuin. Blij met deze luxe. #blijfthuis https://t.co/U9ELb4564U	no_not_interesting
COVID-19	1245709331791839237	http://twitter.com/user/status/1245709331791839237	Wat een heftige docu #Levenslucht #Covid19NL blijf binnen en neem #SocialDistance volle ic's teveel druk op de zorg..... https://t.co/mDEBXmzTPY	yes_contains_advice
COVID-19	1242925643471433732	http://twitter.com/user/status/1242925643471433732	Mevr. #AuraTimen van het #RIVM wordt in #Op1 gevraagd of zij weet dat virologen het RIVM tegenspreken. Antwoord: Ik hoor dat van meneer (Henk) Krol, nu. Wààààt? Dus het RIVM zit in z'n ivoren toren modellen te bekijken en heeft geen notie van alle kritiek? #coronavirusNederland	yes_asks_question
COVID-19	1252648377369735168	http://twitter.com/user/status/1252648377369735168	Hoeveel van de kinderen in het land zijn getest. #persconferentie	yes_asks_question
COVID-19	1254047846904537090	http://twitter.com/user/status/1254047846904537090	Als dit zo is, waarom moeten we mondmaskers dan wegwerpen of wassen? #dtv #CoronaCrisis #covid19Be https://t.co/UWYS7MTGpk	yes_asks_question
COVID-19	1240525861268393985	http://twitter.com/user/status/1240525861268393985	@ADnl Ehm en die nieuwe pieken in Azië dan zoals @gertjansegers aangaf gisteren? Is dat dan niet waar ?? #pinocchio #COVID19NL	yes_asks_question
COVID-19	1248964026635374592	http://twitter.com/user/status/1248964026635374592	covid19 is nr.6 trending hashtag in NL in afgelopen 4 uur. https://t.co/7Dx5eMswA7 #covid19	no_not_interesting
COVID-19	1243856455071150080	http://twitter.com/user/status/1243856455071150080	De meeste geïnfecteerden ervaren corona als een griep. Zouden we kunnen volstaan met #anderhalvemeter afstand? Ook in restaurants ed.  vraag voor @rivm: Kunnen we volstaan met kwetsbare groepen beschermen en eventueel isoleren? Hulpverleners kunnen beschermende kleding dragen?	yes_asks_question
COVID-19	1252648736079187979	http://twitter.com/user/status/1252648736079187979	Dus de economie mag nog verder inzakken want de kinderen worden de nieuwe besmetters? #persconferentie	yes_asks_question
COVID-19	1241733654088482817	http://twitter.com/user/status/1241733654088482817	@VoetbalPrimeur let op het is niet alleen gevaarlijk voor met een zwakke gezondheid, dat denken veel mensen wel #coronavirusNederland	yes_contains_advice
COVID-19	1246755459673067520	http://twitter.com/user/status/1246755459673067520	j) Welke re-purposing van bestaande medicatie is werkzaam tegen #Covid_19? k) Welke van deze onder j) gekende oplossingen zijn verkrijgbaar of op korte termijn produceerbaar door Belgische bedrijven? l)  Wat is het economische en budgettaire plan voor de komende 3 jaar?  5/5	yes_asks_question
COVID-19	1240666173798256642	http://twitter.com/user/status/1240666173798256642	Hoe staat het met onze huisdieren  ? #coronavirusNederland #Coronavirusnl 9Coronavirus https://t.co/WwVWs5TR95	yes_asks_question
COVID-19	1241645350013882368	http://twitter.com/user/status/1241645350013882368	@mafchauffeur Gewoon thuis houden. Kinderen, spelen en 1,5mtr,... wat denk je zelf? #blijfthuis #norisk	yes_contains_advice
COVID-19	1250754636488810498	http://twitter.com/user/status/1250754636488810498	1// Even nadenken: 1) er is een gemeenschappelijk doel: #samentegencorona  ✅ 2) je zorgt er voor dat iedereen dat doel bewaakt 🤔 3) je doet dat optimaal 😰 4) je doet dat inspirerend 👎 5) je maakt duidelijke afspraken 😮. https://t.co/ho3vVDSEIa	no_not_interesting
COVID-19	1245810242384015360	http://twitter.com/user/status/1245810242384015360	Zeg @statistiekcbs, waarom worden de wekelijkse sterfte cijfers in NL niet meer geupdate? #COVID19NL https://t.co/Q3VDFUs0Bc	yes_asks_question
COVID-19	1248878559986401280	http://twitter.com/user/status/1248878559986401280	Valt me op tijdens fietsen/lopen dat heel veel mensen latex handschoenen ed weggooien in de natuur. #blijfthuis als je bang bent! #StayAtHome #COVIDー19 #wnl	yes_contains_advice
COVID-19	1246039593218117632	http://twitter.com/user/status/1246039593218117632	@RTLnieuws Het #RIVM en het kabinet @MinPres hebben via nalatig en gebrekkig beleid #Nederland gebracht in de wereldwijde top van meeste doden per inwoner en nu draait de #propaganda machine op volle toeren zodat de #VVD nog harder kan stijgen in de peilingen. Lijkt #NoordKorea wel.	yes_blame_authorities
COVID-19	1242727727473590273	http://twitter.com/user/status/1242727727473590273	Als je #groepsimmuniteit #Covid-19 wilt laten werken, moet je wel weten wie immuniteit hebben opgebouwd. Die kunnen dan weer gewoon aan de slag en de economie en zorg laten draaien. https://t.co/uBICtRwdhg	yes_calls_for_action
COVID-19	1251454420417761282	http://twitter.com/user/status/1251454420417761282	Kunnen hoge bloeddruk medicijnen ernstige complicaties door corona voorkomen? 🇳🇱 #coronavirusNederland #valsartan #radboudumc #covid19Nederland #Praetorian_COVID  https://t.co/plxKRbfwsk https://t.co/M3WWLkWDO0	yes_asks_question
COVID-19	1241336233705574407	http://twitter.com/user/status/1241336233705574407	Maar we nemen het ⁦#rivm nog steeds serieus? #Covid_19 #coronavirus #RIVM biedt zorg houvast en komt met nieuwe richtlijnen voor dragen beschermend materiaal | Binnenland | https://t.co/8P0mUvnr1Q https://t.co/ST3HPvV3kz	yes_blame_authorities
COVID-19	1241119696394559488	http://twitter.com/user/status/1241119696394559488	Hou je aan de regels! #covid_19 #ChinaVirus  https://t.co/uMS73XF6sk	yes_contains_advice
COVID-19	1242085830405099520	http://twitter.com/user/status/1242085830405099520	#Artsen, gebruik na een telefonisch medisch advies #covid19 een vereenvougd getuigschrift #arbeidsongeschiktheid en vervolledig uw naam en #RIZIVnr. Voor alle andere situaties gebruikt u zoals gewoonlijk het model 'vertrouwelijk'. #uitkeringsverzekering https://t.co/OHgBorise5	yes_contains_advice
COVID-19	1240798052182523907	http://twitter.com/user/status/1240798052182523907	@KDepoorterMP Er wordt ook gekeken naar de virusremmer #remdesivir als behandeling bij #Covid_19   https://t.co/DoeSq3wF8G	yes_discusses_cure
COVID-19	1238205002314891279	http://twitter.com/user/status/1238205002314891279	Volgens mij hebben nog nooit zoveel mensen na een live politiek debat gekeken  #coronadebat #coronavirusNederland  #coronanl #rivm	no_not_interesting
COVID-19	1241442190024417280	http://twitter.com/user/status/1241442190024417280	Waarom geen updates op aantal Corona besmettingen ? Is RIVM de tel kwijt of weten we het niet meer ? #RIVM	yes_asks_question
COVID-19	1248740359091470337	http://twitter.com/user/status/1248740359091470337	Nu alleen nog even de grenzen sluiten zoals onze buurlanden dit ook doen.#blijfthuis	yes_contains_advice
COVID-19	1240756062992715776	http://twitter.com/user/status/1240756062992715776	Allemaal heel goed. Maar dit gaat over gemaakte (grote) fouten. Laat NL (Europa) beginnen met grootschalig #testen en ontdekte gevallen apart zetten. Zo hebben Singapore, Taiwan, HK het virus ingedamd. Nederland is toch zo goed met indammen? https://t.co/LeFYZIEDHr	yes_contains_advice
COVID-19	1254684334386184194	http://twitter.com/user/status/1254684334386184194	Door #COVID19 is er een terugval van activiteit binnen veel ondernemingen. Kan een werkgever werknemers verplichten om nu vakantie te nemen, om deze terugval op te vangen? En hoe zit het met extralegale vakantiedagen? @PartenaPro geeft een antwoord. https://t.co/8HxslWOJAQ https://t.co/sgP1SAvOvi	yes_asks_question
COVID-19	1247560632263749634	http://twitter.com/user/status/1247560632263749634	Aub sluit speeltuinen en speelplekken, met name speeltoestellen van metaal zijn een grote bron van besmetting!  😖😖#persconferentie	yes_contains_advice
COVID-19	1243157227227222016	http://twitter.com/user/status/1243157227227222016	Wait whut? o.O # mondkapjes #coronavirusnetherlands #COVID #COVID19NL #CoronaPandemie https://t.co/YHBnPBjuem	no_not_interesting
COVID-19	1237643897645477888	http://twitter.com/user/status/1237643897645477888	@rivm @MinVWS Hoe zit het met winkelwagentjes, deurklinken, etc. in het openbare leven?? #COVID19NL	yes_asks_question
COVID-19	1252650749982584834	http://twitter.com/user/status/1252650749982584834	#coronaupdate   Waarom worden noodzakelijke operaties uitgesteld?   Kan toch niet? #dtv #reddemens #persconferentie https://t.co/LNB0oq2EqT	yes_asks_question
COVID-19	1239639579419951104	http://twitter.com/user/status/1239639579419951104	#RIVM zegt net dat kinderen wel met elkaar mogen spelen zolang ze maar geen symptomen hebben.  Ik zeg: scholen open, #beveiligers met #thermometers in de aanslag.   Niet ziek gewoon naar school!  @MinPres	yes_contains_advice
COVID-19	1244567929053683712	http://twitter.com/user/status/1244567929053683712	Mmmmm zit je in een crisis , word gepraat over oorlog en dan vliegen er ineens straaljagers over #haarlem ,eng #COVID19	no_not_interesting
COVID-19	1253345696322912257	http://twitter.com/user/status/1253345696322912257	@rtvoost Mag dit zomaar?#RIVM  puur geldmaken en test niet erkend #COVID19	yes_asks_question
COVID-19	1243154146666123266	http://twitter.com/user/status/1243154146666123266	"#coronadebat @NOS Teletekst : ""Kamer houdt vertrouwen in aanpak"" is dat niet een voorbarige conclusie?"	yes_asks_question
COVID-19	1251570396291313664	http://twitter.com/user/status/1251570396291313664	Ben ik nou gek? Iemand die #COVID19+ is blijft thuis Dus waarom moet die dan in n app dat nog noemen en nog meer: hoe kom ik met de mobiel van die persoon in contact? Dus wat is t nut van die app? @RTLnieuws @RTLBoulevard @Nos #dtv	yes_asks_question
COVID-19	1240913636811513857	http://twitter.com/user/status/1240913636811513857	@NOS @RTLnieuws Hoor de de hele wereld over #COVID19 behalve uit #Rusland hoe zit dit #dtv	yes_asks_question
COVID-19	1249339229064364035	http://twitter.com/user/status/1249339229064364035	@MinPres Doe eens wat aan het domme volk dat #blijfthuis niet begrijpt en met #motorterreur het slimme volk dat dus thuis zit, het leven zuur maakt! #geluidsoverlast #@gemeenteDFM #Gaasterland	yes_calls_for_action
COVID-19	1239924448096071680	http://twitter.com/user/status/1239924448096071680	@MinisterieSZW wanneer kan ik werktijdverkorting aanvragen? Jullie site is al twee dagen niet bereikbaar. #COVID19 https://t.co/wEP7oBDIwh	yes_asks_question
COVID-19	1247574971565723655	http://twitter.com/user/status/1247574971565723655	En ook testen van pedagogisch  medewerkers in de justitiële jeugdinrichtingen aub! @MinPres @hugodejonge #COVID19 #coronavirus	yes_contains_advice
COVID-19	1249618394141339653	http://twitter.com/user/status/1249618394141339653	Is benauwdheid na koorts en andere verkoudhiedsverschijnselen een teken dat de ziekte van #covid19 nog niet over is, of is het een beschadiging van de longen die achterblijft NADAT corona is overwonnen (en die dan hopelijk langzaam maar zeker afneemt)?	yes_asks_question
COVID-19	1237666208180244480	http://twitter.com/user/status/1237666208180244480	Vergeet je telefoon niet te cleanen. #Overalcorona #JijHebtHetOok #COVID19 #CoronaVirusUpdate  #COVID #COVID2019NL #MeToo  #Coronavirus	yes_contains_advice
COVID-19	1238133137806446596	http://twitter.com/user/status/1238133137806446596	Is er nu (bijna) een #ophokplicht voor mensen in Nederland? #Covid_19 #coronavirus	yes_asks_question
COVID-19	1245697281086586880	http://twitter.com/user/status/1245697281086586880	Nog geen betrouwbare #testen? https://t.co/XctCRSdjsV	yes_asks_question
COVID-19	1240320035555553280	http://twitter.com/user/status/1240320035555553280	#coronavirusNederland hoeveel mensen zouden het #Coronavirusnl onder de leden hebben die het niet weten?	yes_asks_question
COVID-19	1238457771936358401	http://twitter.com/user/status/1238457771936358401	Komt 1 van mijn 1e werkgevers een rolletje brengen. Mr Edet. #hamsteren #lockdown #coronavirus https://t.co/jciSHxmiLz	no_not_interesting
COVID-19	1236054923936219136	http://twitter.com/user/status/1236054923936219136	Fouchier, Prof. dr. ing. R.A.M. (Ron) — KNAW waarom hebben we deze man nog niet gehoord, aangaande de #COVID19NL #coronanederland . Hij lijkt toch de expert op dit gebied.   https://t.co/o7WlIfBpWN	yes_asks_question
COVID-19	1254085341151199233	http://twitter.com/user/status/1254085341151199233	In mijn buurt willen ze maandag spelletjes organiseren voor de hele wijk. Mag dat zomaar? @Politie_Rdam #BlijfThuis	yes_asks_question
COVID-19	1244561322290941954	http://twitter.com/user/status/1244561322290941954	"Wat ik me nog steeds afvraag mbt tot de #CoronaCrisis #coronavirusNederland: - Waarom is er geen integraal beleid vanuit de EU? - Wordt er samengewerkt (info uitgewisseld)tussen EU-landen? -Wat doet de @WHO eigenlijk behalve ""waarschuwen"" lees vage info delen?"	yes_asks_question
COVID-19	1234504297053925383	http://twitter.com/user/status/1234504297053925383	Hoe zit dat nu #RIVM Tijdens #carnaval was hij toch nog niet besmettelijk? https://t.co/cLhzCvluv8	yes_asks_question
COVID-19	1243780706901385221	http://twitter.com/user/status/1243780706901385221	Uit dit artikel blijkt maar één ding: #COVID19NL is lang *niet* zo ernstig als het normale griepseizoen van 2018, maar volgens enkele hysterische artsen zou het dat *misschien* nog  kunnen worden.  Slecht aannames en meningen.  Die hele lock-down, social distancing was ONZIN. https://t.co/eHgIWku1LT	harmful
COVID-19	1240962247066898433	http://twitter.com/user/status/1240962247066898433	#Covid_19  Beste Zorgaanbieders!!!  Geef flexkrachten ook hun recht op reiskosten!! Wees lief voor alle zorgverleners  Zij draven op in barre tijden. Ik ken er die op grotendeels eigen kosten reizen  👏 voor de zorg? Zeker maar wel boter bij de vis  Graag retweet! Dank!	yes_calls_for_action
COVID-19	1242170219113693184	http://twitter.com/user/status/1242170219113693184	Had anders gewacht tot morgen met nieuwe #maatregelen aankondigen en #persconferentie. Dan hadden er misschien wel antwoorden gegeven kunnen worden. #haastigespoediszeldengoed	yes_blame_authorities
COVID-19	1255108267824611328	http://twitter.com/user/status/1255108267824611328	Mooi voorbeeld van spelen met cijfers!  @MinPres @rivm @geertwilderspvv #spelenMetCijfers #COVID19 #Corona #StayHome #SpelenMetLevens #Fake #Nep #RIVM #coronavirus #coronavirusNederland #Coronavirusnl https://t.co/qnNq3jK5jU	harmful
COVID-19	1238127769822859275	http://twitter.com/user/status/1238127769822859275	@roosvonk @thisischris10e #Covid_19 #coronavirus gaat #Trump stemmen kosten of zelfs een #Impeachment heel veel senioren gaan er aan geloven.	no_not_interesting
COVID-19	1238181804210892800	http://twitter.com/user/status/1238181804210892800	Gaat het vrijdaggebed nog door? #moslims #moskeeën #ikzouhetnietdoen #coronavirusNederland	yes_asks_question
COVID-19	1239566077060931585	http://twitter.com/user/status/1239566077060931585	Is dit het startsein voor een nieuwe manier van werken? https://t.co/3ZygbNDRxf #thuiswerken #coronanederland	yes_asks_question
COVID-19	1240703241383342083	http://twitter.com/user/status/1240703241383342083	#COVID19Belgie @pieterdecrem @Sophie_Wilmes Top werk goed gedaan nu die tests correct verdelen en die firma niet verzegelen maar aan het werk zetten. Massa productie tests opzetten en snel!!! Maar top beleid mannekes https://t.co/Zv9oq5awz8	yes_contains_advice
